timestamp,open,high,low,close,volume,rsi,macd,ema_20,adx,obv,bb_high,bb_low
2024-05-05 01:00:00-03:00,63235.93,63426.01,63234.24,63345.2,369.34259,48.47119157477695,51.53568020054081,63468.695952471986,0.0,609.3086300000015,64295.50195805297,63028.017041947045
2024-05-05 02:00:00-03:00,63345.19,63493.55,63119.32,63211.67,401.54192,45.916353602811455,26.471200963904266,63444.2172903318,0.0,207.76671000000147,64292.38278136493,63034.32321863507
2024-05-05 03:00:00-03:00,63211.66,63457.51,63162.0,63382.84,351.10233,49.58474069373516,20.186709243302175,63438.37183410972,32.58622140987533,558.8690400000014,64146.10972816272,63076.78927183728
2024-05-05 04:00:00-03:00,63382.83,63959.0,63362.0,63736.87,862.96983,56.20176723875278,43.27462360187201,63466.800230861176,32.187131124708394,1421.8388700000014,64129.13419863693,63080.120801363075
2024-05-05 05:00:00-03:00,63736.86,63932.57,63539.53,63668.0,1001.23129,54.69777621948564,55.376384155148116,63485.9621136363,31.816547288481956,420.60758000000146,64066.047855398894,63103.372144601104
2024-05-05 06:00:00-03:00,63668.0,63743.43,63550.28,63673.42,440.87609,54.80029060210179,64.65911525352567,63503.815245670936,31.472433726271696,861.4836700000014,64060.425776414886,63103.3352235851
2024-05-05 07:00:00-03:00,63673.41,63844.33,63555.39,63688.48,421.33487,55.10429540152794,72.39642178070062,63521.402365130845,31.389061939666355,1282.8185400000016,64044.235927662594,63106.4640723374
2024-05-05 08:00:00-03:00,63688.49,63937.17,63609.48,63859.63,567.89348,58.518836480773466,91.28637507942767,63553.61452083267,31.525463374118917,1850.7120200000015,64072.80699163598,63102.93900836402
2024-05-05 09:00:00-03:00,63859.63,63884.0,63633.01,63725.33,534.04918,54.98493025396566,94.33250515587133,63569.96837599146,31.65212184896773,1316.6628400000016,64076.93021004081,63103.04778995919
2024-05-05 10:00:00-03:00,63725.32,64279.99,63618.91,64119.92,1786.78823,62.20649423861878,127.12132495757396,63622.34472113513,32.60461957591129,3103.451070000002,64157.38112484916,63088.25887515082
2024-05-05 11:00:00-03:00,64119.91,64148.08,63751.02,64100.0,739.19784,61.6686387057056,149.77283534401067,63667.83570007465,33.48908175093031,2364.253230000002,64219.33388928861,63071.94311071139
2024-05-05 12:00:00-03:00,64100.01,64646.0,63989.23,64428.65,2345.80267,66.77308786854869,192.0300262696328,63740.29420482944,35.11014764537715,4710.055900000002,64329.789595144226,63012.23440485578
2024-05-05 13:00:00-03:00,64428.64,64554.68,64196.73,64321.99,972.09408,63.80352882219636,214.4406456413344,63795.69380436949,36.615423118792066,3737.9618200000023,64407.12480051862,62980.325199481376
2024-05-05 14:00:00-03:00,64322.0,64476.0,64155.77,64218.0,656.34035,60.95716789989332,221.25955659475585,63835.913442048586,37.80067853262923,3081.6214700000023,64453.80175793214,62965.05724206784
